ID,Year,Date,Stage,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Host Team
601,2002,6/7/2002,Group stage,Sweden,2,1,Nigeria,,FALSE
602,2002,6/7/2002,Group stage,Spain,3,1,Paraguay,,FALSE
603,2002,6/7/2002,Group stage,Argentina,0,1,England,,FALSE
604,2002,6/8/2002,Group stage,South Africa,1,0,Slovenia,,FALSE
605,2002,6/8/2002,Group stage,Italy,1,2,Croatia,,FALSE
606,2002,6/8/2002,Group stage,Brazil,4,0,China,,FALSE
607,2002,6/9/2002,Group stage,Mexico,2,1,Ecuador,,FALSE
608,2002,6/9/2002,Group stage,Costa Rica,1,1,Turkey,,FALSE
609,2002,6/9/2002,Group stage,Japan,1,0,Russia,,TRUE
610,2002,6/10/2002,Group stage,South Korea,1,1,United States,,TRUE
611,2002,6/10/2002,Group stage,Tunisia,1,1,Belgium,,FALSE
612,2002,6/10/2002,Group stage,Portugal,4,0,Poland,,FALSE
613,2002,6/11/2002,Group stage,Denmark,2,0,France,,FALSE
614,2002,6/11/2002,Group stage,Senegal,3,3,Uruguay,,FALSE
615,2002,6/11/2002,Group stage,Saudi Arabia,0,3,Republic of Ireland,,FALSE
616,2002,6/11/2002,Group stage,Cameroon,0,2,Germany,,FALSE
617,2002,6/12/2002,Group stage,Sweden,1,1,Argentina,,FALSE
618,2002,6/12/2002,Group stage,Nigeria,0,0,England,,FALSE
619,2002,6/12/2002,Group stage,Slovenia,1,3,Paraguay,,FALSE
620,2002,6/12/2002,Group stage,South Africa,2,3,Spain,,FALSE
621,2002,6/13/2002,Group stage,Costa Rica,2,5,Brazil,,FALSE
622,2002,6/13/2002,Group stage,Turkey,3,0,China,,FALSE
623,2002,6/13/2002,Group stage,Ecuador,1,0,Croatia,,FALSE
624,2002,6/13/2002,Group stage,Mexico,1,1,Italy,,FALSE
625,2002,6/14/2002,Group stage,Japan,2,0,Tunisia,,TRUE
626,2002,6/14/2002,Group stage,Belgium,3,2,Russia,,FALSE
627,2002,6/14/2002,Group stage,South Korea,1,0,Portugal,,TRUE
628,2002,6/14/2002,Group stage,Poland,3,1,United States,,FALSE
629,2002,6/15/2002,Round of 16,Germany,1,0,Paraguay,,FALSE
630,2002,6/15/2002,Round of 16,Denmark,0,3,England,,FALSE
631,2002,6/16/2002,Round of 16,Sweden,1,2,Senegal,Golden goal,FALSE
632,2002,6/16/2002,Round of 16,Spain,1,1,Republic of Ireland,Spain win on penalties (3 - 2),FALSE
633,2002,6/17/2002,Round of 16,Mexico,0,2,United States,,FALSE
634,2002,6/17/2002,Round of 16,Brazil,2,0,Belgium,,FALSE
635,2002,6/18/2002,Round of 16,Japan,0,1,Turkey,,TRUE
636,2002,6/18/2002,Round of 16,South Korea,2,1,Italy,Golden goal,TRUE
637,2002,6/21/2002,Quarter-finals,England,1,2,Brazil,,FALSE
638,2002,6/21/2002,Quarter-finals,Germany,1,0,United States,,FALSE
639,2002,6/22/2002,Quarter-finals,South Korea,0,0,Spain,South Korea win on penalties (3 - 5),TRUE
640,2002,6/22/2002,Quarter-finals,Senegal,0,1,Turkey,Golden goal,FALSE
641,2002,6/25/2002,Semi-finals,South Korea,0,1,Germany,,TRUE
642,2002,6/26/2002,Semi-finals,Brazil,1,0,Turkey,,FALSE
643,2002,6/29/2002,Third place,South Korea,2,3,Turkey,,TRUE
644,2002,6/30/2002,Final,Germany,0,2,Brazil,,FALSE
645,2006,6/9/2006,Group stage,Germany,4,2,Costa Rica,,TRUE
646,2006,6/9/2006,Group stage,Poland,0,2,Ecuador,,FALSE
647,2006,6/10/2006,Group stage,England,1,0,Paraguay,,FALSE
648,2006,6/10/2006,Group stage,Trinidad and Tobago,0,0,Sweden,,FALSE
649,2006,6/10/2006,Group stage,Argentina,2,1,Ivory Coast,,FALSE
650,2006,6/11/2006,Group stage,Serbia,0,1,Netherlands,,FALSE
651,2006,6/11/2006,Group stage,Mexico,3,1,Iran,,FALSE
652,2006,6/11/2006,Group stage,Angola,0,1,Portugal,,FALSE
653,2006,6/12/2006,Group stage,Australia,3,1,Japan,,FALSE
654,2006,6/12/2006,Group stage,United States,0,3,Czech Republic,,FALSE
655,2006,6/12/2006,Group stage,Italy,2,0,Ghana,,FALSE
656,2006,6/13/2006,Group stage,South Korea,2,1,Togo,,FALSE
657,2006,6/13/2006,Group stage,France,0,0,Switzerland,,FALSE
658,2006,6/13/2006,Group stage,Brazil,1,0,Croatia,,FALSE
659,2006,6/14/2006,Group stage,Spain,4,0,Ukraine,,FALSE
660,2006,6/14/2006,Group stage,Tunisia,2,2,Saudi Arabia,,FALSE
661,2006,6/14/2006,Group stage,Germany,1,0,Poland,,TRUE
662,2006,6/15/2006,Group stage,Ecuador,3,0,Costa Rica,,FALSE
663,2006,6/15/2006,Group stage,England,2,0,Trinidad and Tobago,,FALSE
664,2006,6/15/2006,Group stage,Sweden,1,0,Paraguay,,FALSE
665,2006,6/16/2006,Group stage,Argentina,6,0,Serbia,,FALSE
666,2006,6/16/2006,Group stage,Netherlands,2,1,Ivory Coast,,FALSE
667,2006,6/16/2006,Group stage,Mexico,0,0,Angola,,FALSE
668,2006,6/17/2006,Group stage,Portugal,2,0,Iran,,FALSE
669,2006,6/17/2006,Group stage,Czech Republic,0,2,Ghana,,FALSE
670,2006,6/17/2006,Group stage,Italy,1,1,United States,,FALSE
671,2006,6/18/2006,Group stage,Japan,0,0,Croatia,,FALSE
672,2006,6/18/2006,Group stage,Brazil,2,0,Australia,,FALSE
673,2006,6/18/2006,Group stage,France,1,1,South Korea,,FALSE
674,2006,6/19/2006,Group stage,Togo,0,2,Switzerland,,FALSE
675,2006,6/19/2006,Group stage,Saudi Arabia,0,4,Ukraine,,FALSE
676,2006,6/19/2006,Group stage,Spain,3,1,Tunisia,,FALSE
677,2006,6/20/2006,Group stage,Germany,3,0,Ecuador,,TRUE
678,2006,6/20/2006,Group stage,Costa Rica,1,2,Poland,,FALSE
679,2006,6/20/2006,Group stage,Sweden,2,2,England,,FALSE
680,2006,6/20/2006,Group stage,Paraguay,2,0,Trinidad and Tobago,,FALSE
681,2006,6/21/2006,Group stage,Iran,1,1,Angola,,FALSE
682,2006,6/21/2006,Group stage,Portugal,2,1,Mexico,,FALSE
683,2006,6/21/2006,Group stage,Netherlands,0,0,Argentina,,FALSE
684,2006,6/21/2006,Group stage,Ivory Coast,3,2,Serbia,,FALSE
685,2006,6/22/2006,Group stage,Czech Republic,0,2,Italy,,FALSE
686,2006,6/22/2006,Group stage,Ghana,2,1,United States,,FALSE
687,2006,6/22/2006,Group stage,Japan,1,4,Brazil,,FALSE
688,2006,6/22/2006,Group stage,Croatia,2,2,Australia,,FALSE
689,2006,6/23/2006,Group stage,Ukraine,1,0,Tunisia,,FALSE
690,2006,6/23/2006,Group stage,Saudi Arabia,0,1,Spain,,FALSE
691,2006,6/23/2006,Group stage,Togo,0,2,France,,FALSE
692,2006,6/23/2006,Group stage,Switzerland,2,0,South Korea,,FALSE
693,2006,6/24/2006,Round of 16,Germany,2,0,Sweden,,TRUE
694,2006,6/24/2006,Round of 16,Argentina,2,1,Mexico,Extra time,FALSE
695,2006,6/25/2006,Round of 16,England,1,0,Ecuador,,FALSE
696,2006,6/25/2006,Round of 16,Portugal,1,0,Netherlands,,FALSE
697,2006,6/26/2006,Round of 16,Italy,1,0,Australia,,FALSE
698,2006,6/26/2006,Round of 16,Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3),FALSE
699,2006,6/27/2006,Round of 16,Brazil,3,0,Ghana,,FALSE
700,2006,6/27/2006,Round of 16,Spain,1,3,France,,FALSE
701,2006,6/30/2006,Quarter-finals,Germany,1,1,Argentina,Germany win on penalties (4 - 2),TRUE
702,2006,6/30/2006,Quarter-finals,Italy,3,0,Ukraine,,FALSE
703,2006,7/1/2006,Quarter-finals,England,0,0,Portugal,Portugal win on penalties (1 - 3),FALSE
704,2006,7/1/2006,Quarter-finals,Brazil,0,1,France,,FALSE
705,2006,7/4/2006,Semi-finals,Germany,0,2,Italy,Extra time,TRUE
706,2006,7/5/2006,Semi-finals,Portugal,0,1,France,,FALSE
707,2006,7/8/2006,Third place,Germany,3,1,Portugal,,TRUE
708,2006,7/9/2006,Final,Italy,1,1,France,Italy win on penalties (5 - 3),FALSE
709,2010,6/11/2010,Group stage,South Africa,1,1,Mexico,,TRUE
710,2010,6/11/2010,Group stage,Uruguay,0,0,France,,FALSE
711,2010,6/12/2010,Group stage,South Korea,2,0,Greece,,FALSE
712,2010,6/12/2010,Group stage,Argentina,1,0,Nigeria,,FALSE
713,2010,6/12/2010,Group stage,England,1,1,United States,,FALSE
714,2010,6/13/2010,Group stage,Algeria,0,1,Slovenia,,FALSE
715,2010,6/13/2010,Group stage,Serbia,0,1,Ghana,,FALSE
716,2010,6/13/2010,Group stage,Germany,4,0,Australia,,FALSE
717,2010,6/14/2010,Group stage,Netherlands,2,0,Denmark,,FALSE
718,2010,6/14/2010,Group stage,Japan,1,0,Cameroon,,FALSE
719,2010,6/14/2010,Group stage,Italy,1,1,Paraguay,,FALSE
720,2010,6/15/2010,Group stage,New Zealand,1,1,Slovakia,,FALSE
721,2010,6/15/2010,Group stage,Ivory Coast,0,0,Portugal,,FALSE
722,2010,6/15/2010,Group stage,Brazil,2,1,North Korea,,FALSE
723,2010,6/16/2010,Group stage,Honduras,0,1,Chile,,FALSE
724,2010,6/16/2010,Group stage,Spain,0,1,Switzerland,,FALSE
725,2010,6/16/2010,Group stage,South Africa,0,3,Uruguay,,TRUE
726,2010,6/17/2010,Group stage,Argentina,4,1,South Korea,,FALSE
727,2010,6/17/2010,Group stage,Greece,2,1,Nigeria,,FALSE
728,2010,6/17/2010,Group stage,France,0,2,Mexico,,FALSE
729,2010,6/18/2010,Group stage,Germany,0,1,Serbia,,FALSE
730,2010,6/18/2010,Group stage,Slovenia,2,2,United States,,FALSE
731,2010,6/18/2010,Group stage,England,0,0,Algeria,,FALSE
732,2010,6/19/2010,Group stage,Netherlands,1,0,Japan,,FALSE
733,2010,6/19/2010,Group stage,Ghana,1,1,Australia,,FALSE
734,2010,6/19/2010,Group stage,Cameroon,1,2,Denmark,,FALSE
735,2010,6/20/2010,Group stage,Slovakia,0,2,Paraguay,,FALSE
736,2010,6/20/2010,Group stage,Italy,1,1,New Zealand,,FALSE
737,2010,6/20/2010,Group stage,Brazil,3,1,Ivory Coast,,FALSE
738,2010,6/21/2010,Group stage,Portugal,7,0,North Korea,,FALSE
739,2010,6/21/2010,Group stage,Chile,1,0,Switzerland,,FALSE
740,2010,6/21/2010,Group stage,Spain,2,0,Honduras,,FALSE
741,2010,6/22/2010,Group stage,Mexico,0,1,Uruguay,,FALSE
742,2010,6/22/2010,Group stage,South Africa,2,1,France,,TRUE
743,2010,6/22/2010,Group stage,Nigeria,2,2,South Korea,,FALSE
744,2010,6/22/2010,Group stage,Greece,0,2,Argentina,,FALSE
745,2010,6/23/2010,Group stage,Slovenia,0,1,England,,FALSE
746,2010,6/23/2010,Group stage,United States,1,0,Algeria,,FALSE
747,2010,6/23/2010,Group stage,Ghana,0,1,Germany,,FALSE
748,2010,6/23/2010,Group stage,Australia,2,1,Serbia,,FALSE
749,2010,6/24/2010,Group stage,Slovakia,3,2,Italy,,FALSE
750,2010,6/24/2010,Group stage,Paraguay,0,0,New Zealand,,FALSE
751,2010,6/24/2010,Group stage,Denmark,1,3,Japan,,FALSE
752,2010,6/24/2010,Group stage,Cameroon,1,2,Netherlands,,FALSE
753,2010,6/25/2010,Group stage,Portugal,0,0,Brazil,,FALSE
754,2010,6/25/2010,Group stage,North Korea,0,3,Ivory Coast,,FALSE
755,2010,6/25/2010,Group stage,Chile,1,2,Spain,,FALSE
756,2010,6/25/2010,Group stage,Switzerland,0,0,Honduras,,FALSE
757,2010,6/26/2010,Round of 16,Uruguay,2,1,South Korea,,FALSE
758,2010,6/26/2010,Round of 16,United States,1,2,Ghana,Extra time,FALSE
759,2010,6/27/2010,Round of 16,Germany,4,1,England,,FALSE
760,2010,6/27/2010,Round of 16,Argentina,3,1,Mexico,,FALSE
761,2010,6/28/2010,Round of 16,Netherlands,2,1,Slovakia,,FALSE
762,2010,6/28/2010,Round of 16,Brazil,3,0,Chile,,FALSE
763,2010,6/29/2010,Round of 16,Paraguay,0,0,Japan,Paraguay win on penalties (5 - 3),FALSE
764,2010,6/29/2010,Round of 16,Spain,1,0,Portugal,,FALSE
765,2010,7/2/2010,Quarter-finals,Netherlands,2,1,Brazil,,FALSE
766,2010,7/2/2010,Quarter-finals,Uruguay,1,1,Ghana,Uruguay win on penalties (4 - 2),FALSE
767,2010,7/3/2010,Quarter-finals,Argentina,0,4,Germany,,FALSE
768,2010,7/3/2010,Quarter-finals,Paraguay,0,1,Spain,,FALSE
769,2010,7/6/2010,Semi-finals,Uruguay,2,3,Netherlands,,FALSE
770,2010,7/7/2010,Semi-finals,Germany,0,1,Spain,,FALSE
771,2010,7/10/2010,Third place,Uruguay,2,3,Germany,,FALSE
772,2010,7/11/2010,Final,Netherlands,0,1,Spain,Extra time,FALSE
773,2014,6/12/2014,Group stage,Brazil,3,1,Croatia,,TRUE
774,2014,6/13/2014,Group stage,Mexico,1,0,Cameroon,,FALSE
775,2014,6/13/2014,Group stage,Spain,1,5,Netherlands,,FALSE
776,2014,6/13/2014,Group stage,Chile,3,1,Australia,,FALSE
777,2014,6/14/2014,Group stage,Colombia,3,0,Greece,,FALSE
778,2014,6/14/2014,Group stage,Uruguay,1,3,Costa Rica,,FALSE
779,2014,6/14/2014,Group stage,England,1,2,Italy,,FALSE
780,2014,6/14/2014,Group stage,Ivory Coast,2,1,Japan,,FALSE
781,2014,6/15/2014,Group stage,Switzerland,2,1,Ecuador,,FALSE
782,2014,6/15/2014,Group stage,France,3,0,Honduras,,FALSE
783,2014,6/15/2014,Group stage,Argentina,2,1,Bosnia and Herzegovina,,FALSE
784,2014,6/16/2014,Group stage,Germany,4,0,Portugal,,FALSE
785,2014,6/16/2014,Group stage,Iran,0,0,Nigeria,,FALSE
786,2014,6/16/2014,Group stage,Ghana,1,2,United States,,FALSE
787,2014,6/17/2014,Group stage,Belgium,2,1,Algeria,,FALSE
788,2014,6/17/2014,Group stage,Brazil,0,0,Mexico,,TRUE
789,2014,6/17/2014,Group stage,Russia,1,1,South Korea,,FALSE
790,2014,6/18/2014,Group stage,Australia,2,3,Netherlands,,FALSE
791,2014,6/18/2014,Group stage,Spain,0,2,Chile,,FALSE
792,2014,6/18/2014,Group stage,Cameroon,0,4,Croatia,,FALSE
793,2014,6/19/2014,Group stage,Colombia,2,1,Ivory Coast,,FALSE
794,2014,6/19/2014,Group stage,Uruguay,2,1,England,,FALSE
795,2014,6/19/2014,Group stage,Japan,0,0,Greece,,FALSE
796,2014,6/20/2014,Group stage,Italy,0,1,Costa Rica,,FALSE
797,2014,6/20/2014,Group stage,Switzerland,2,5,France,,FALSE
798,2014,6/20/2014,Group stage,Honduras,1,2,Ecuador,,FALSE
799,2014,6/21/2014,Group stage,Argentina,1,0,Iran,,FALSE
800,2014,6/21/2014,Group stage,Germany,2,2,Ghana,,FALSE
801,2014,6/21/2014,Group stage,Nigeria,1,0,Bosnia and Herzegovina,,FALSE
802,2014,6/22/2014,Group stage,Belgium,1,0,Russia,,FALSE
803,2014,6/22/2014,Group stage,South Korea,2,4,Algeria,,FALSE
804,2014,6/22/2014,Group stage,United States,2,2,Portugal,,FALSE
805,2014,6/23/2014,Group stage,Australia,0,3,Spain,,FALSE
806,2014,6/23/2014,Group stage,Netherlands,2,0,Chile,,FALSE
807,2014,6/23/2014,Group stage,Brazil,4,1,Cameroon,,TRUE
808,2014,6/23/2014,Group stage,Croatia,1,3,Mexico,,FALSE
809,2014,6/24/2014,Group stage,Italy,0,1,Uruguay,,FALSE
810,2014,6/24/2014,Group stage,Costa Rica,0,0,England,,FALSE
811,2014,6/24/2014,Group stage,Japan,1,4,Colombia,,FALSE
812,2014,6/24/2014,Group stage,Greece,2,1,Ivory Coast,,FALSE
813,2014,6/25/2014,Group stage,Nigeria,2,3,Argentina,,FALSE
814,2014,6/25/2014,Group stage,Bosnia and Herzegovina,3,1,Iran,,FALSE
815,2014,6/25/2014,Group stage,Honduras,0,3,Switzerland,,FALSE
816,2014,6/25/2014,Group stage,Ecuador,0,0,France,,FALSE
817,2014,6/26/2014,Group stage,United States,0,1,Germany,,FALSE
818,2014,6/26/2014,Group stage,Portugal,2,1,Ghana,,FALSE
819,2014,6/26/2014,Group stage,South Korea,0,1,Belgium,,FALSE
820,2014,6/26/2014,Group stage,Algeria,1,1,Russia,,FALSE
821,2014,6/28/2014,Round of 16,Brazil,1,1,Chile,Brazil win on penalties (3 - 2),TRUE
822,2014,6/28/2014,Round of 16,Colombia,2,0,Uruguay,,FALSE
823,2014,6/29/2014,Round of 16,Netherlands,2,1,Mexico,,FALSE
824,2014,6/29/2014,Round of 16,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3),FALSE
825,2014,6/30/2014,Round of 16,France,2,0,Nigeria,,FALSE
826,2014,6/30/2014,Round of 16,Germany,2,1,Algeria,Extra time,FALSE
827,2014,7/1/2014,Round of 16,Argentina,1,0,Switzerland,Extra time,FALSE
828,2014,7/1/2014,Round of 16,Belgium,2,1,United States,Extra time,FALSE
829,2014,7/4/2014,Quarter-finals,France,0,1,Germany,,FALSE
830,2014,7/4/2014,Quarter-finals,Brazil,2,1,Colombia,,TRUE
831,2014,7/5/2014,Quarter-finals,Argentina,1,0,Belgium,,FALSE
832,2014,7/5/2014,Quarter-finals,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3),FALSE
833,2014,7/8/2014,Semi-finals,Brazil,1,7,Germany,,TRUE
834,2014,7/9/2014,Semi-finals,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4),FALSE
835,2014,7/12/2014,Third place,Brazil,0,3,Netherlands,,TRUE
836,2014,7/13/2014,Final,Germany,1,0,Argentina,Extra time,FALSE
837,2018,6/14/2018,Group stage,Russia,5,0,Saudi Arabia,,TRUE
838,2018,6/15/2018,Group stage,Egypt,0,1,Uruguay,,FALSE
839,2018,6/15/2018,Group stage,Morocco,0,1,Iran,,FALSE
840,2018,6/15/2018,Group stage,Portugal,3,3,Spain,,FALSE
841,2018,6/16/2018,Group stage,France,2,1,Australia,,FALSE
842,2018,6/16/2018,Group stage,Argentina,1,1,Iceland,,FALSE
843,2018,6/16/2018,Group stage,Peru,0,1,Denmark,,FALSE
844,2018,6/16/2018,Group stage,Croatia,2,0,Nigeria,,FALSE
845,2018,6/17/2018,Group stage,Costa Rica,0,1,Serbia,,FALSE
846,2018,6/17/2018,Group stage,Germany,0,1,Mexico,,FALSE
847,2018,6/17/2018,Group stage,Brazil,1,1,Switzerland,,FALSE
848,2018,6/18/2018,Group stage,Sweden,1,0,South Korea,,FALSE
849,2018,6/18/2018,Group stage,Belgium,3,0,Panama,,FALSE
850,2018,6/18/2018,Group stage,Tunisia,1,2,England,,FALSE
851,2018,6/19/2018,Group stage,Colombia,1,2,Japan,,FALSE
852,2018,6/19/2018,Group stage,Poland,1,2,Senegal,,FALSE
853,2018,6/19/2018,Group stage,Russia,3,1,Egypt,,TRUE
854,2018,6/20/2018,Group stage,Portugal,1,0,Morocco,,FALSE
855,2018,6/20/2018,Group stage,Uruguay,1,0,Saudi Arabia,,FALSE
856,2018,6/20/2018,Group stage,Iran,0,1,Spain,,FALSE
857,2018,6/21/2018,Group stage,Denmark,1,1,Australia,,FALSE
858,2018,6/21/2018,Group stage,France,1,0,Peru,,FALSE
859,2018,6/21/2018,Group stage,Argentina,0,3,Croatia,,FALSE
860,2018,6/22/2018,Group stage,Brazil,2,0,Costa Rica,,FALSE
861,2018,6/22/2018,Group stage,Nigeria,2,0,Iceland,,FALSE
862,2018,6/22/2018,Group stage,Serbia,1,2,Switzerland,,FALSE
863,2018,6/23/2018,Group stage,Belgium,5,2,Tunisia,,FALSE
864,2018,6/23/2018,Group stage,South Korea,1,2,Mexico,,FALSE
865,2018,6/23/2018,Group stage,Germany,2,1,Sweden,,FALSE
866,2018,6/24/2018,Group stage,England,6,1,Panama,,FALSE
867,2018,6/24/2018,Group stage,Japan,2,2,Senegal,,FALSE
868,2018,6/24/2018,Group stage,Poland,0,3,Colombia,,FALSE
869,2018,6/25/2018,Group stage,Russia,0,3,Uruguay,,TRUE
870,2018,6/25/2018,Group stage,Saudi Arabia,2,1,Egypt,,FALSE
871,2018,6/25/2018,Group stage,Spain,2,2,Morocco,,FALSE
872,2018,6/25/2018,Group stage,Iran,1,1,Portugal,,FALSE
873,2018,6/26/2018,Group stage,Australia,0,2,Peru,,FALSE
874,2018,6/26/2018,Group stage,Denmark,0,0,France,,FALSE
875,2018,6/26/2018,Group stage,Nigeria,1,2,Argentina,,FALSE
876,2018,6/26/2018,Group stage,Iceland,1,2,Croatia,,FALSE
877,2018,6/27/2018,Group stage,South Korea,2,0,Germany,,FALSE
878,2018,6/27/2018,Group stage,Mexico,0,3,Sweden,,FALSE
879,2018,6/27/2018,Group stage,Serbia,0,2,Brazil,,FALSE
880,2018,6/27/2018,Group stage,Switzerland,2,2,Costa Rica,,FALSE
881,2018,6/28/2018,Group stage,Japan,0,1,Poland,,FALSE
882,2018,6/28/2018,Group stage,Senegal,0,1,Colombia,,FALSE
883,2018,6/28/2018,Group stage,Panama,1,2,Tunisia,,FALSE
884,2018,6/28/2018,Group stage,England,0,1,Belgium,,FALSE
885,2018,6/30/2018,Round of 16,France,4,3,Argentina,,FALSE
886,2018,6/30/2018,Round of 16,Uruguay,2,1,Portugal,,FALSE
887,2018,7/1/2018,Round of 16,Russia,1,1,Spain,Russia win on penalties (4 - 3),TRUE
888,2018,7/1/2018,Round of 16,Croatia,1,1,Denmark,Croatia win on penalties (3 - 2),FALSE
889,2018,7/2/2018,Round of 16,Brazil,2,0,Mexico,,FALSE
890,2018,7/2/2018,Round of 16,Belgium,3,2,Japan,,FALSE
891,2018,7/3/2018,Round of 16,Sweden,1,0,Switzerland,,FALSE
892,2018,7/3/2018,Round of 16,Colombia,1,1,England,England win on penalties (3 - 4),FALSE
893,2018,7/6/2018,Quarter-finals,Uruguay,0,2,France,,FALSE
894,2018,7/6/2018,Quarter-finals,Brazil,1,2,Belgium,,FALSE
895,2018,7/7/2018,Quarter-finals,Sweden,0,2,England,,FALSE
896,2018,7/7/2018,Quarter-finals,Russia,2,2,Croatia,Croatia win on penalties (3 - 4),TRUE
897,2018,7/10/2018,Semi-finals,France,1,0,Belgium,,FALSE
898,2018,7/11/2018,Semi-finals,Croatia,2,1,England,Extra time,FALSE
899,2018,7/14/2018,Third place,Belgium,2,0,England,,FALSE
900,2018,7/15/2018,Final,France,4,2,Croatia,,FALSE
